id	tc_text	en_text	status
5300128	當我的刀刃劃過時，這些野蠻的蠢蛋將會發出動聽的慘叫聲。	These barbaric fools will scream just as sweetly, when I run my blade through them.	different
5300129	沒有任何軍隊可以阻擋獵頭者戈古茲，這裡是歐克的世界，這裡將是我的世界！	Ain’t no soddin’ ‘umies gonna stop ‘Eadhunter Gorgutz. Dis’ll be a Ork world. Dis’ll be my world!	different
5300130	我們不能被我們瘋狂的敵人嚇倒。	We must not be daunted by the madness of our enemy.	different
5300131	我們…帶來死亡…到…瘋狂…	We .. .bring death … to … the mad…	different
5300132	他們正在射擊我的地獄爪。再製造多一點！你有沒有聽到我說的！	They are shooting down my Hell Talons. Build more! Do you hear me!	different
5300133	毀掉了！我們需要更多，再製造更多！派它們出去--派它們來對抗膽敢攻擊我們的蠢蛋。	Defilers! We need more. Make more! Send them – send them against the fools who would dare attack us. 	different
5300134	你認為一座神殿就可以削弱我的力量？不！我仍然很強壯！在這裡次元是強壯的！它是我們的力量，也是你的虛弱之處，你必須死！	You think one shrine will sap my strength? No! I am strong! For here the Warp is strong! It is our power, and your weakness, and you shall DIE!	different
5300135	重擊，他們，恐虐！重擊他們，我的神！他們奪走了我們為你製造的神殿！你怎麼可以允許他們呢？我們—我們會成為你的第一擊，我們會撕裂他們的喉嚨。是的！是的！我們將會這麼做！	Smite, them, Khorne! Smite them, my god! They are taking away the shrines we made for you! How can you let them? We – we will be your fist, and we shall take them by the throat. Yes! Yes! We will!	different
5300136	另一座？另一座神殿…淪陷了？在我們作了那麼多…在那麼多的犧牲之後？	Another? Another shrine… fallen? After all our work… after all those sacrifices?	different
5300137	你會付出代價的！為了破壞我的神殿而付出！瞧，面紗已被掀起！看看我所擁有的軍隊！你們激起了我的怒火，我們要讓你血濺四方！	You will pay! Pay for tearing down my shrines! The veil is lifted, see! See the army I have! You have earned our wrath. We will spill your blood!	different
5300138	你今天就會死！	You die today!	different
5300139	那邊！那個雕像就是我們之後的模樣。看看渾沌的漣漪是如何的穿越它？當惡魔從那裡跳出來時可別被嚇壞了。	There! That statue is what we are after. See how Chaos ripples across it? Don’t be surprised when daemons jump out of it.	different
5300140	那裡有一座他們的神殿。當心—它已經沈淪腐敗了，會跳出惡魔來攻擊我們。	There is one of their shrines. Careful – it is corrupted, and can spew daemons at us.	different
5300141	那就是異教徒的神殿。當心它是個開口：惡魔可以從那邊進出。	That is the heretical shrine. Beware! It is an opening: daemons may enter there.	different
5300142	神殿就在那邊。你看到的，我的親人，看它如何的在渾沌中閃爍？恐虐的奴僕可以透過它來進入我們的世界。	There is the shrine. Can you see, my kin, how it flickers with Chaos? The minions of Khorne may enter our world through it.	different
5300143	瞧，一座他們的神殿，他們的恐怖隊伍可以透過它來進出。	See, that is one of their shrines. Their horror squads will enter through it.	different
5300144	看，孩子們，那是混沌神殿。如果你不想死，當心，它會突然跳出惡魔…	See boyz, dat dere is da Chaos shrine. If ya’s don’t wanna get dead, lookout. It’s got daemons in it as jump out an’ getcha…	different
5300145	當心這座渾沌神殿。每一座神殿就像個小型的風暴，而渾沌的生物可以透過它現身。	Behold this shrine of Chaos. Each shrine is as a small storm, and the creatures of Chaos may issue from it.	different
5300146	神殿…惡魔…將會…從裡面…出現…	The shrine … daemons … will come … from … there…	different
5300147	伏擊！	An ambush!	different
5300148	這是陷阱！	It’s a trap!	different
5300149	當心，修女們。伏擊！	Watch out, Sisters. An ambush!	different
5300150	我們被伏擊了。	We are ambushed.	different
5300151	甚麼？為我們設下陷阱？	What? Lay a trap for us?	different
5300152	靠！他們哪裡出現？	Gork! Where’d dey come from?	different
5300153	我們被帶到陷阱中了！	We have been led into a trap!	different
5300154	陷阱…	Trapped…	different
5300155	嚐嚐渾沌的全部力量！嚐嚐我的法術，準備求饒吧！	Taste the full power of Chaos! Taste my magics, and beg for mercy!	different
5300156	他們正在攻擊神殿，阻止他們！	They’re attacking the shrine. Stop them!	different
5300157	他們在遺址！上來—我們攻擊！	They’re at the Relic! Get on board – we attack!	different
5300158	就是現在！就是這個時間！現在是我們在主人血神恐虐的眼中，爭取榮譽和榮耀的時刻了！	Now is the moment! Now is the hour! Now is the time we earn honor and glory in the eyes of the blood god, Khorne, who is our master!	different
5300159	我們為渾沌而戰！	We fight for Chaos!	different
5300160	殺光敵人！殺！	Slay the enemy! Slaaaay!	different
5300161	武裝好你自己，我的修女們，對決的時間就要到了。	Steel yourselves, my Sisters. The time of battle draws near.	different
5300163	我們的信仰是偉大的。我的孩子們，我們該組成十字軍，來對抗皇帝的敵人。跟著我，聚集並且武裝起來，我將會帶領你們走向勝利…或是光榮的犧牲。	Our faith is great. My children, we shall make a crusade against the enemies of the Emperor. Where I go, do ye gather, and take up arms, for I shall lead you to victory… or glorious martyrdom.	different
5300164	異教徒！殺死幾個傳教士並不會動搖我們的信仰，或是阻止我們的聖戰！	Infidels! Dispatching a few missionaries will not staunch our faith, or halt our crusade!	different
5300165	他們攻擊我們的修道院。很好！我們並不缺乏信仰，並且正準備作戰！	They strike at our Convents. Well! We are not yet short of the Faithful, and ready for battle!	different
5300166	皇帝，成為我們神聖戰車的導引和護盾吧！	Emperor, be the guide and shield of our sacred tanks!	different
5300167	我們的信仰再度的增強。面對聖戰，將死亡帶給敵人！	Our faith is once again strong. To the crusade, and death to the enemy!	different
5300168	不值一顧的笨蛋！你無法傷害這個神聖的地方！	Unworthy fools! You shall not harm this holy place!	different
5300170	深入打擊小隊，準備部署。弟兄們，自由攻擊。	Deep strike squads, prepare for deployment. Brothers, strike at will.	different
5300171	歡呼突擊小隊—攻擊！	Assault Team Bravo – ATTACK!	different
5300172	長官，我們損失了一個深入打擊信標。	We have lost one of the deep strike beacons, sir.	different
5300173	嗯，我們失去了。	Yes, we have.	different
5300174	長官，每失去一個信標，就會降低我們在該地區的打擊能力。	Sir, every beacon we lose reduces our ability to strike on the field.	different
5300175	你以為我會在乎失去一兩個信標嗎？這可是戰爭，戰爭啊！我們需要的是在戰場上有足夠的戰鬥兄弟，任敵人可以被我們摧毀在腳下。這個才重要，星際戰士。	Do you think I care if we lose a beacon or two? This is war. War! All we need is enough Battle Brothers on the ground that we can crush them under our boot heels and destroy them with our bolters. That is what matters, Space Marine. 	different
5300176	這個簡單，他們不會看到我們過來的。	This is gonna be easy. They won’t see us coming.	different
5300177	長官，我們失去了將近一半的深入打擊信標。	Sir, we have lost nearly half of our deep strike beacons.	different
5300178	該死，我們得狠一點來攻擊他們。這是指揮官波里爾的回覆…把你手上的單位都派出去，你聽見了沒有？	Damn. We have got to hit them harder. This is Commander Boreale to Relay… send us all the units you have. Do you hear? 	different
5300179	知道了，指揮官。	Affirmative, Commander.	different
5300180	你的殲滅者坦克不夠用嗎？	Not enough Predator Tanks for you?	different
5300181	一點也不。	Hardly.	different
5300182	濫用皇帝的恩賜，褻瀆者！	Misuse the Emperor’s gifts, blasphemers!	different
5300183	哈哈哈哈哈！	Ha ha ha ha ha!	different
5300184	你害怕我們嗎，人類？	Do you hope to frighten us, humans?	different
5300185	一點也不。	Hardly.	different
5300186	哈哈！	Har har! 	different
5300187	我們準備好對付你的戰鬥車輛了，古拉。	We are prepared for your battle vehicles, Gue’la.	different
5300188	…	...	different
5300189	很好，我們會派更多的。	Good. We will send more.	different
5300190	殲滅者坦克。嗯…如果我們找到他們的機器殿堂建築物，我們把它給除掉了。	Predator Tanks. Hmm… if we can find their Machine Cult building, we would do well to take it out of commission.	different
5300191	這些殲滅者坦克會成為威脅的，或許我們該把它們幹掉…從源頭開始。	It will not do to be flanked by these Predator tanks. Perhaps we should cut them off… at the source.	different
5300192	毀滅那些坦克！詛咒它們！把它們變成廢鐵。找到它們的生產地，毀掉它！	Blast the tanks! Curse them! Rot them with rust and metal maggots. Find their hatching ground, and set it on fire!	different
5300193	這些殲滅者坦克越來越令人心煩了，或許我們該毀掉他們的坦克工廠。	These Predator tanks grow wearisome. Perhaps it is worth our while to deprive them of their tank factories…	different
5300194	那是甚麼？坦克？誰能把這些東西從我們的路上移開，之後就可以得到第一個挑選奴隸的機會。	What is this? Tanks? Whoever can remove this nuisance from our path will have first pick of slaves, on the morrow.	different
5300195	歐伊夫以前見過人類的坦克。它們會是麻煩。我知道—我們要消滅製造它們的工廠。	Oi’ve seen dose humie tanks before. Nuffink but trouble, they is. I know wot – we oughta smash da Mek shops dose came from, is wot.	different
5300196	指揮官，在戰場上發現殲滅者坦克的蹤跡。我可以建議從源頭毀掉這些威脅嗎？	Commander, Predator class tanks have been sighted on the battlefield. May I recommend neutralizing these threats at the point of origin?	different
5300197	殲滅者坦克…從我的路上..滾開…不然…我會毀掉你們全部…	Predator tanks… stay… out of… my way… or… I will… destroy you all. 	different
5300208	看來他們用犀牛裝甲運輸車來將士兵運送到戰場上。如果我們可以幹掉這些運輸車，就可以拖慢他們的速度。	Looks like they’re ferrying Marines into the field using those Rhino transports. If we could take out the transports, that would slow them down.	different
5300209	這些犀牛裝甲運輸車加快了他們行進的速度。如果我們可以找到生產它們的機器殿堂，就可以拖慢他們的速度。	Those Rhino transports are giving them the advantage of speed. If we could find the Machine Cult buildings producing them, it might slow them down.	different
5300210	瞧！犀牛！犀牛裝甲運輸車！我們的敵人躲在鐵盒子裡，懦夫！笨蛋！我們—我們得奪走他們的鐵盒子！	Look, Rhinos! Rhinos! Our enemies hide in metal boxes, the cowards! The fools! We – we should take away their metal boxes!	different
5300211	瞧，兄弟姊妹們—那些犀牛裝甲運輸車給了他們速度。如果我們毀掉它們的生產工廠，那們優勢就只屬於我們了，不是嗎？	See, sisters and brothers – those Rhino transports grant them the element of speed. If we were to destroy the vehicle bays that are producing them, then that advantage would be ours alone, would it not?	different
5300212	看看它們可憐的運輸車，不會飛，又沒有槍，它們不過是我們入侵者的模仿品罷了。不過…我們還是該毀掉它們的生產工廠，全都不放過。	Look at their pathetic transports, which cannot fly, which have no guns. They are weak mimics of our own Raiders. Still… we should tear their factories to pieces, all the same.	different
5300213	瞧瞧這些人類，躲在鐵盒子裡。哈哈！我們歐克會撬開鐵盒子，吃掉裡面的粉紅皮膚傢伙。孩子們，如果你們找到它們來的地方，擋下來你們聽見了沒？	Look at ‘dem humies, hidin’ in da steel boxes. Har har! We Orks’ll peel off da top and eat da pink-skins inside! Boyz, if youze finds where dey comin’ from, stomp ‘em ta bits. You hear?	different
5300214	你看見了嗎，烈焰戰士，他們如何用運輸車快速的將他們的人送到前線？如果我們奪下他們的運輸車工廠，我們就奪走了他們的速度和靈活性。	Do you see, Fire Warriors, how they use transports to quickly move their men to the front lines? If we take from them their transport factory, we take from them speed and agility.	different
5300215	摧毀…運輸車…工廠…	Destroy… the transport… factories…	different
5300216	星際戰士…攻擊！	Space Marines… attack!	different
5300217	讓我們驕傲，弟兄們。	Make us proud, brothers.	different
5300219	旋風坦克已經進入戰鬥！	Land Raider has entered the battle!	different
5300220	找出軌道轟炸，立刻去。	Fire the Orbital Bombardment. Immediately.	different
5300221	長官，他們就在我們的上方…那些—	Sir, they’re right on top of us… the collateral –	different
5300222	開火！我們是星際戰士！如果我們死了，我們的敵人也要死在我們的身旁！	Fire! We are Space Marines! If we are to die, our enemies will die beside us!	different
5300223	<cheer>	<cheer>	same
5300224	史塔伯斯將軍，野戰司令部和機械主教已經完成部署，準備行動。	General Stubbs, Field Command and Techpriest have been deployed, and are ready for active duty.	different
5300225	部隊指揮官波里爾，我們顯在有了要塞和僕役，我們可以開始建造了。	Force Commander Boreale, we have a Stronghold and a Servitor. We can commence building.	different
5300226	大修女，禮拜堂和僕役已經抵達，任務可以開始進行。我想在這之前，是又長又艱難的。	Canoness, the Chapel and Servitor have arrived. The operation may commence. I suspect the road before is long and winding.	different
5300227	很好，現在我們有了要塞和異教徒，現在開始工作！	Good. We have our Stronghold and a heretic. Now get to work!	different
5300228	啊！我見到卡柏要塞被召喚了，我們必須快速的建造來保持攻擊。	Ah! I see the Kabal Fortress has been summoned. A slave, too. We shall build quickly and stay on the attack.	different
5300229	聽著孩子，我們現在有了安身地和小鬼頭，對吧？那就是說吼～軍團要行動了，那麼行動吧！！！	Lissen up, boyz. We gotz a settlement and some grots, right? Dat means its time for dis 'ere Waaagh! ta get goin’. So get goin’!!!	different
5300230	歐耶斯卡指揮官，我們的鈦總司令部和大地級建築艇已經抵達了，等候你的命令。	Commander Or’es’Ka, our Cadre Headquarters and Earth Caste builders have arrived. We await your orders.	different
5300231	我的…浮石巨塔…聖甲蟲…已經...完成了...	My… Monolith… Scarabs… have come… good…	different
5300232	這些牢籠中有我們的人。讓我們將他們放出來，看看他們還可不可以戰鬥。那邊有一個牢籠就在我們的正前方，到那邊去。	Plenty of these cages have our men in them. Let’s bust some open and see if they aren’t still in condition to fight. There’s one cage just up ahead, over there.	different
5300233	弟兄們，大部分在這個象限中的囚犯都是血鴉。我們的第一任務是讓他們恢復自由，將他們武裝起來，然後繼續前進。第一座牢籠就在我們的正前方。	Men, most of the prisoners in this quadrant are Blood Ravens. Our first objective is to set them free, arm them, and push forward. The first cage is right ahead of us.	different
5300234	修女們，聽我說，這座俘虜營中關著我們許多的同伴。不管我們在那裡發現他們，就要前往解放他們。瞧？有一個牢籠就在附近的地方，這是一個訊號！	Sisters, harken to my words. This prisoner camp holds many of our comrades. We shall march forward and liberate them, wherever we find them bound. See? One cage lies nearly within reach. It is a sign!	different
5300235	他們抓走的我的人，將他們官在牢籠中，就像對待牲畜一樣！來吧！解放我們的同志！我們必須不斷的增加我們的數量，直到敵人臣服為止！在那邊就有一個牢籠，讓我們擊破它！	They have taken my men, and put them in cages, like pets! Come! Free our brethren! We shall grow our numbers until they cower before us! There’s a cage, right there. Break it!	different
5300236	我感應到這裡有許多我們的人，被人像動物一般的關著。這個折磨一定很痛苦，令人無法承受！讓我們打破牢籠來拯救他們，而還能戰鬥的人，就會在站在我們這一邊。有一個牢籠就在我們的正前方！	I sense the presence of many of our true kin here, caged like animals. Their suffering must be immense, unbearable! Let us smash the bars and free them. Those who can, shall fight by our side. One lies before us!	different
5300237	啊！我的孩子們被關在籠子裡，被那些間耳朵灰白臉的傢伙關起來！來吧，把籠子打破，就從那個開始，在那邊！	Rrrrrgh! Wots all me boyz in cages, when dey oughta be snappin’ da necks a’ dem pale-faced pointy-ears! Come on! Smash dem cages. Start wif dat one, right dere!	different
5300238	有許多鈦星帝國的戰士被野蠻的關了起來，就在這個區域。我們必須把他們找出來，並且解放這些俘虜。還有作戰能力的人，會加入我們的陣營中。第一個牢籠就在離這裡不遠的地方。	Many warriors of the Tau Empire are known to be caged, barbarously, in this area. We must seek and free these prisoners. Those that are able, shall fight by our sides. The first cage lies only at a short distance.	different
5300239	他們…把我們…關起來…但我們…要釋放…我們…從那邊…開始…	They… cage… us… but we... shall… free… us… Start… there…	different
5300240	歡迎歸隊，士兵們。	Welcome back, soldiers.	different
5300241	自由了，我知道血鴉戰士一定撐得住的。	Freed. I knew a Blood Raven would hold true. 	different
5300242	來吧，修女們，你們自由了。	Come, Sisters. You are freed.	different
5300243	我已經解放了你們，現在是復仇的時刻了！	I have freed you. Now time for revenge!	different
5300244	我感受到你們的苦難，你們現在自由了。	I feel for your suffering. You are freed now.	different
5300245	來吧，孩子們！起來準備作戰！	Come on, boyz! Get up an’ get ready for fightin’!	different
5300246	你們自由了。來，我們必須去解放其他人。	You are liberated. Come, we must liberate the others.	different
5300247	自由…	Free…	different
5300248	麻煩，來了。我們可以對付他們的。	Trouble, incoming. We can deal with them.	different
5300249	看來我們被盯上了，兄弟們。	Looks like we have been spotted, men.	different
5300250	我們沒有躲開偵測，修女們。很好，那我們戰鬥吧。	We have not eluded detection, Sisters. Very well, we shall fight.	different
5300251	啊，讓暗黑神靈族血濺四方！	Ah, Dark Eldar blood to shed!	different
5300252	守衛發現我們了！準備戰鬥！	Guards have spotted us! Prepare for combat!	different
5300253	來作戰吧！	‘Ere comes some fightin’!	different
5300254	我們被發現了。勇敢的戰鬥吧，戰士們。	We have been sighted. Fight bravely, warriors.	different
5300255	守衛…殺死他們...	Guards…kill them…	different
5300256	很好，看看甚麼從它自己的牢籠中逃了出來！讓它死！	Well, look what escaped from its cage! Now it shall die!	different
5300257	將軍，我們在附近發現了兩作暗黑神靈族的營地。他們的防衛嚴護，我們該避開他們。	General, we’ve sighted two Dark Eldar camps in the vicinity. They’ve extremely well defended, and should be avoided.	different
5300258	指揮官，我們在附近偵測到兩座敵人的營地。依據我們目前的軍力，建議不要對他們採取直接的攻擊。	Commander. Two enemy camps have been observed nearby. Given our current force, attacking them directly would be ill-advised.	different
5300259	大修女，在這附近有兩作敵人的營地。他們的防禦精良，以我們目前的能力來看，我不認為我們可以奪下它們。	Canoness, there are two camps of the enemy near to here. They are well-defended, and with our current strength, I do not think that we could take them.	different
5300260	卡倫大君，我—我看見—我看見兩座警衛營，它們就在附近。我們—我們還不夠強大，我們—我們不該攻擊。	Lord Carron, I – I saw – I saw two guard camps. They are near here. We – we aren’t strong enough yet. We – we shouldn’t attack.	different
5300261	在這附近有兩座警衛營，我感覺到還沒有足夠的力量來攻擊他們，我們必須等待適當的時機來臨。	Two guard camps lie near here. I sense that we do not yet have sufficient strength to attempt an attack. We must wait until the time is right.	different
5300262	老大！老大！有些孩子，看到兩個營地有尖耳朵！我們想打他們的話，最好有更多的孩子。	Warboss! Warboss! Some boyz, we saw dey got two camps full a pointy-ears. Lots a’ pointy-ears! We’d better ‘ave more Boyz, sure, if we wants to stomp dem.	different
5300263	指揮官，我們發現了兩座守備營，他們的力量比我們現在擁有的軍力還要強大。或許我們該避免正面衝突，然後等待時機來臨。	Commander, two guard stations have been located. Their tactical strength appears to be too great for our current force. Perhaps we should avoid a direct conflict, for the time being.	different
5300264	當心…那些…營地…等我們…更強大…	Beware… those… camps… until… we are… more…	different
5300265	好吧，我們可不是一群爛部隊。加把勁，弟兄們，加把勁。	Well, if we don’t have ourselves a ragtag army. Push on, men, push on.	different
5300266	這是一支很合適的部隊。	This is a suitable fighting force.	different
5300267	我們的數量增加了，我們準備好面對我們終極的目標。	Our numbers are increased. We grow ready for our ultimate goal.	different
5300268	我們成長！我們強壯！現在是我們攻擊的時刻了！	We grow! We are strong! The time comes for us to strike! 	different
5300269	我們增加了許多的數量，現在是進行的時候了，我們必須前進攻擊！	We have rescued many. The time approaches, when we must fly forward and strike!	different
5300270	歐克們，現在是我說戰鬥的時候了。我們可以用全部的孩子，好好的攻擊他們。	Now dats wot I call some good fightin’ Orks. We could smash some stuff up, wif all dem boyz.	different
5300271	我們從小隊變成了一支大軍，很好，很快的就是前進的時刻了。	We grow from a team into a cadre. It is well. Soon will be the time to move forward.	different
5300272	我們..有…很多…很好…	We… are… many… Good…	different
5300273	機械主教！太好了！快點，我們必須建造一座前進基地！	Techpriests! Excellent! Quickly, we must build a forward base!	different
5300274	我們現在有僕役了，建造一座要塞，用雙倍的力量！	We have Servitors. Construct a Stronghold. On the double!	different
5300275	讚美皇帝—是僕役！我們必須建造一座前進營地，動作快！	Praise the Emperor – Servitors! We must erect a forward camp. With speed!	different
5300276	我的爪牙！蟲子們！建造我們的營地，不然我會把你們關回籠子裡！	My minions! Worms! Build our camp, or you will wish you were back in that cage!	different
5300277	啊！我的吟骨者！很高興你們在這裡。快，如果我們想要打敗你的俘虜者，我們就必須召喚一座前進營地，	Ah! My Bonesingers! I am so glad to find you here. Quickly, we must summon a forward camp, if we hope to defeat your captors.	different
5300278	這是啥？小鬼頭！滾出籠子，幫我們建造一些戰鬥的東西。現在！	Wotz this? Grots! Get outta dat cage and build us some stuffs to fight wif. Nooow!	different
5300279	儘管他們殺死了我們的大地級建築艇，它們的建築兵蜂還是完好無缺的，我們可以利用它們來建造前進基地。	Although they have killed our Earth Caste engineers, their Construction Drones remain intact. We must use them to build our forward base.	different
5300280	為我…在這邊...建造…浮石巨塔…	Build… me… a… monolith… here… 	different
5300281	塔里爾大君！有敵人從刑罰花園滲透進來了。	Lord Tahril! Enemies have infiltrated, by way of the torture gardens.	different
5300282	怎麼可以讓這種事發生？	How was this allowed to happen?	different
5300283	我—我不知道，大君！他們殺死了警衛。他們聚集了一支部隊，並且很快的就要完成一座戰鬥營地了。	I – I don’t know, Archon! They killed the guards. They amassed a force and will soon have a war-camp established.	different
5300284	我知道了，我將會通知維克大君。準備好靈魂牢籠，讓他們嚐嚐我們力量的全部怒火展現。	I see. I will inform Lord Vect. Have the Soul Cages readied. They shall taste the full fury of our powers!	different
5300285	維克大君在這裡？在拉肯尼？	Lord Vect is here? On Lacunae?	different
5300286	沒錯。現在去吧！準備好靈魂牢籠！	Yes. Now go! The Soul Cages!	different
5300287	這是甚麼？一場小小的暴動？對這些可憐的人來說，速死還真的算太幸運了。	And what is this? A little insurrection? Swift death is too good for such miserable wretches as these.	different
5300288	那麼，在那邊的就是他們的將軍了。如果我們可以打倒他，他們將會潰散，而我們會贏得這場戰爭。	So that’s their general, there. If we can strike him down, they’ll scatter. We’ll have this battle won.	different
5300289	啊！如果我沒弄錯的話，他們的指揮官來到戰場了...。星際戰士！那個指揮官是你們的新目標，幹掉他，這裡就會屬於我們了。	Ah! Their commander takes the field. If I am not mistaken… Space Marines! That command craft is your new target it. Take it down, and the field is ours.	different
5300290	修女們，標定好敵人的指揮官。以皇帝之名，他一定要被解決掉！	Sisters, mark well the enemy commander. It is he who must be smitten, in the Emperor’s name!	different
5300291	他—他將會付出代價的，我將會親自解決掉他！他的部隊將會潰散失敗，而我將會拿取他的頭顱來作為戰利品。	He – he will pay. I will kill him myself! His army shall fall and scatter, and I shall wear his skull as a trophy!	different
5300292	這個人就是…維克，他就是我們要殺掉的那個人。	The one known as… Vect. It is he whom we must destroy.	different
5300293	那一個—是老大，當然。我們進去，我們抓他，殺死他，這就是我說的。我說甚麼，你們就做甚麼！	Dat one – ‘e’s da Warboss, sure. We get ‘im, we got ‘em licked, is wot I say. An’ wot I say, you do!	different
5300294	很確定的，那個人一定就是這群暴徒的指揮官。如果我們殺掉他，他們的士兵就會潰敗，然後喪失所有的紀律和士氣嗎？	Surely that must be the command craft, leading their unruly mobs. If we were to strike it down, would not their soldiers scatter, devoid of all discipline or courage?	different
5300295	他…一定…得死…	He… must… die…	different
5300296	甚麼？我們的一個靈魂牢籠，被摧毀了？他們會付出代價的！	What? One of our Soul Cages, destroyed? They will pay!	different
5300297	"又一座靈魂牢籠？這些悲慘的混蛋！如果你不用生命來守護好最後一座靈魂牢籠，到時我會告訴你""疼痛""這個字的真正意義！"	"Another Soul Cage? Miserable scum! If you do not guard the last cage with your very lives, I will teach you new meanings of the word, ""pain""!"	different
5300298	我們全部的靈魂牢籠？毀了？我很生氣，塔里爾。有人要人頭落地了，或許是你的吧！	All our Soul Cages? Gone? I am displeased, Tahril. Heads shall roll! Perhaps yours. 	different
5300299	他們嘗試計畫要摧毀我們的靈魂牢籠。快，我們必須退回防禦地點。	They have somehow managed to destroy our soul cages. Quickly, we must fall back to defensive positions.	different
5300300	我會讓你肚破腸流的！	I shall feast upon your entrails!	different
5300301	我的高臺將會摧毀你，悲慘的小蟲子！	My Dais will crush you, wretched worms!	different
5300302	你的末日接近了，就是我。	Your end approaches. It is me.	different
5300303	撤退！撤退！	Back! Back!	different
5300304	撤退！我需要修復！	Retreat! I require repairs!	different
5300305	我的高臺損傷了，我該回去了！	My Dais is damaged. But I shall return!	different
5300306	帶我回去，你這個笨蛋，我們需要更多的火力。	Take me back, you fools. We need more firepower.	different
5300307	痛苦的滋味來臨了！	That is but a taste of the pain to come!	different
5300308	現在他們將會為自己的無恥付出代價！	Now they shall pay handsomely for their impudence!	different
5300309	你是個愛哭的笨蛋，還是暗黑神靈族的戰士？去吧—在你被殺死前，先殺掉一堆敵人，不然我會先將你給處決掉。	Are you sniveling fools, or Dark Eldar Warriors? Go – go and kill many before you are killed…Or I will kill you now!	different
5300310	塔里爾，我來這個月球不是要被困住，或是被這些無恥的奴隸攻擊的。把他們打回去，然後殺掉每一個人！	Tahril, I did not come to this moon to be trapped and shot at by impudent slaves. Beat them back, and slaughter everyone one of them!	different
5300311	我們必須找出這些入侵者，並且動作要快！	We must find the intruders, and quickly.	different
5300312	我們被攻擊了。快點，警告歐耶斯卡指揮官。	We are under attack. Quickly, alert Commander Or’es’Ka.	different
5300313	我們的通訊塔現在還不能運作。	Our communications tower is not yet operational.	different
5300314	讓它啟動起來，戰士，用最快的速度。	Get it working, warrior, and with great speed.	different
5300315	轉播，這裡是史塔伯斯指揮官。這個區域已經淨空了，你們要給我們甚麼禮物嗎？	Relay, this is General Stubbs. The area’s cleared. You have a gift for us?	different
5300316	已經包裝了，準備投遞。	Wrapped in ribbons. We’re ready to deploy. 	different
5300317	幹得好，士兵，我們必須盡快的組裝好基地營，我不認為這些外星人會等我們把事情都給搞定的。	Excellent work, soldiers. We’ve got to assemble this base-camp, and quickly. I don’t think these xenos are going to wait for us to come knocking.	different
5300318	部隊指揮官波里爾向中央報告，這個區域已經淨空，部署野戰司令部。	This Force Commander Boreale to Central. Area is secured. Deploy Field Command.	different
5300319	我們收到命令了。投遞船…出發。	We copy. Drop ships… deployed.	different
5300320	星際戰士，將這座基地準備好，讓那些外星人瞧瞧我們可以作些甚麼事情。	Space Marines, put together this base and get ready to show those xenos what we are made of.	different
5300321	太好了，這個區域淨空了。	Excellent, the area has been cleared.	different
5300322	修女們，聽我說，準備好戰鬥。動作要快，我們不能拖延神聖的目標。	Sisters, hear me. Make ready for war. Do so with haste. We must not tarry from our holy purpose.	different
5300323	偉大之神恐虐，濺灑在此處的血是你的血。請給我們要塞、給我們力量…給我們勝利！	Great God Khorne, the blood spilled here is your blood. Give us our Stronghold, give us our strength… grant us victory!	different
5300324	你看到了嗎？你瞧見了嗎？我們的神聽到我們的祈求了！他們為我們灌注了力量！他們在我們的敵人身上加諸了恐懼！死亡即將燃燒，而鮮血即將橫流！	Do you see? Do you see? Our gods hear our words! They fill us with might! They fill the foe with terror! Death shall blaze and blood shall flow!	different
5300325	很好，一個區域被淨空了，讓我們從魍道中召喚我們的部隊。	It is well, a space has been cleared. Let us summon our forces from the Webway.	different
5300326	我們聽從你的差遣，先知。	We are at your command, Farseer.	different
5300327	很好，我們必須快速的建立我們的部隊，並且準備攻擊。	Good. We must build our army swiftly, and prepare for the strike.	different
5300328	一個著陸點！很好，召喚卡柏要塞，還有奴隸！	A landing spot! Good. Summon a Kabal Fortress, and the slaves!	different
5300329	動作快，白癡。有這麼多的娛樂—和這麼多的靈魂—要去做，不過我們的攻擊要快一點。	Make haste, cretins. There is much sport – and many souls – to be had, but only if our attack is swift.	different
5300330	好吧，現在聽著，孩子們。我們來到這了，很好。那是因為我們是歐克，我是戈古茲，唯一的！沒有人可以擋下戈古茲！現在，給我要塞和小鬼頭。	Awright, now listen up boyz. We gots’d dis far. Dat’s good. Dat’s cuz we’s da Orks, and I’m Gorgutz, da one and only! No one stops Gorgutz! Now, bring in da Grotz and da Fort.	different
5300331	<cheers>	<cheers>	same
5300332	那就是我想看到的！把東西給蓋起來，快一點，我們就可以戰鬥。	Dat’s wot I like ta see! Get ‘dem buildings put up, and quick like, so’s we can get down to the fightin’. 	different
5300333	指揮官！入侵者—我們找不到他們，他們一定從我們還沒完成的通訊站中突破進來了。	Commander! The intruders – we cannot locate them. They must have breached where our comm relays are not yet operational.	different
5300334	現在…我們…建造…	Now… we… build…	different
5300335	現在…他們…死亡…	Now… they… die…	different
5300336	不！他們拿下了通訊塔，我們沒辦法跟歐耶斯卡指揮關聯繫了。	No! They have taken the communications tower. We are unable to contact Commander Or’es’Ka.	different
5300337	那麼我們必須戰鬥，為了更大良善而死。	Then we must fight, and die for the Greater Good!	different
5300338	啊！我們從圓周基地9-3-紅收到了通訊。	Ah! We have received a communication from Periphery Base 9-3-Red. 	different
